"","Country","Year","Area","Metier","Gear","Vessel_length","kw_days","Days_at_sea","FU","lvl4"
"12465","FRA",2010,"27.7.h","OTT-CRU","OTT",NA,95398,252,NA,"OTT_CRU"
"12466","FRA",2010,"27.7.h","OTT_DEF_100-119_0_0_all","OTT",NA,1256307,2974,NA,"OTT_DEF"
"12467","FRA",2010,"27.7.h","OTT_DEF_>=70_0_0","OTT",NA,77980,180,NA,"OTT_DEF"
"12468","FRA",2010,"27.7.h","GTR_DEF_120-219_0_0_all","GTR",NA,16558,79,NA,"GTR_DEF"
"12469","FRA",2010,"27.7.h","GTR_DEF_>=220_0_0_all","GTR",NA,66696,306,NA,"GTR_DEF"
"12470","FRA",2010,"27.7.h","GTR_DEF_all_0_0_all","GTR",NA,2495,17,NA,"GTR_DEF"
"12471","FRA",2010,"27.7.h","SSC_DEF_All_0_0_All","SSC",NA,16950,32,NA,"SSC_DEF"
"12472","FRA",2010,"27.7.h","FPO_CRU_0_0_0_all","FPO",NA,12075,80,NA,"FPO_CRU"
"12473","FRA",2010,"27.7.h","GNS_DEF_all_0_0_all","GNS",NA,4410,25,NA,"GNS_DEF"
"12474","FRA",2010,"27.7.h","LHM_DEF_0_0_0_all","LHM",NA,12237,112,NA,"LHM_DEF"
"12475","FRA",2010,"27.7.h","LLS_DEF_0_0_0_all","LLS",NA,15403,46,NA,"LLS_DEF"
"12476","FRA",2010,"27.7.h","OTB_DEF_All_0_0_All","OTB","10<24",507,3,NA,"OTB_DEF"
"12477","FRA",2010,"27.7.j","GNS_DEF_>=100_0_0","GNS",NA,41780,84,NA,"GNS_DEF"
"12478","FRA",2010,"27.7.j","MIS_MIS_0_0_0_HC","MIS",NA,606095,615,NA,"MIS_MIS"
"12479","FRA",2010,"27.7.j","OTB_DEF_100-119_0_0","OTB","24<40",201851,307,NA,"OTB_DEF"
"12480","FRA",2010,"27.7.j","OTB_DEF_70-99_0_0","OTB","10<24",17522,41,NA,"OTB_DEF"
"12481","FRA",2010,"27.7.j","OTB_DEF_70-99_0_0","OTB","24<40",145453,232,NA,"OTB_DEF"
"12482","FRA",2010,"27.7.j","OTT_DEF_100-119_0_0_all","OTT",NA,173942,332,NA,"OTT_DEF"
"12483","FRA",2010,"27.7.j","OTB_DEF_100-119_0_0","OTB","10<24",147002,288,NA,"OTB_DEF"
"12484","FRA",2010,"27.7.j","GTR_DEF_>=220_0_0_all","GTR",NA,882,6,NA,"GTR_DEF"
"12485","FRA",2010,"27.7.j","SSC_DEF_All_0_0_All","SSC",NA,1176,2,NA,"SSC_DEF"
"12486","FRA",2010,"27.7.k","GNS_DEF_>=100_0_0","GNS",NA,31006,74,NA,"GNS_DEF"
"12487","FRA",2010,"27.7.k","OTB_DEF_100-119_0_0","OTB","24<40",4467,8,NA,"OTB_DEF"
"12488","FRA",2010,"27.7.k","OTB_DEF_70-99_0_0","OTB","24<40",1506,3,NA,"OTB_DEF"
"12489","FRA",2010,"27.7.k","OTT-CRU","OTT",NA,994,2,NA,"OTT_CRU"
"12490","FRA",2010,"27.7.k","OTT_DEF_100-119_0_0_all","OTT",NA,3194,6,NA,"OTT_DEF"
"12491","FRA",2010,"27.7.k","OTB_DEF_100-119_0_0","OTB","10<24",3194,6,NA,"OTB_DEF"
"12492","FRA",2010,"27.7.k","MIS_MIS_0_0_0_HC","MIS",NA,47939,94,NA,"MIS_MIS"
"12493","FRA",2010,"27.7","MIS_MIS_0_0_0_HC","MIS",NA,9030487,39826,"outFU","MIS_MIS"
"12494","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","10<24",557949,1240,"outFU","OTB_DEF"
"12495","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","24<40",431849,759,"outFU","OTB_DEF"
"12496","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB",">=40",16192,11,"outFU","OTB_DEF"
"12497","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","10<24",2881036,7563,"outFU","OTB_DEF"
"12498","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","<10",7532,75,"outFU","OTB_DEF"
"12499","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","24<40",1893206,3562,"outFU","OTB_DEF"
"12500","FRA",2010,"27.7","OTT_CRU_100-119_0_0","OTT",NA,29242,73,"outFU","OTT_CRU"
"12501","FRA",2010,"27.7","OTT_DEF_100-119_0_0_all","OTT",NA,1299799,2987,"outFU","OTT_DEF"
"12502","FRA",2010,"27.7.bcjk","MIS_MIS_0_0_0_HC","MIS",NA,489173,348,"16","MIS_MIS"
"12503","FRA",2010,"27.7.bcjk","OTT_CRU_100-119_0_0","OTT",NA,4970,10,"16","OTT_CRU"
"12504","FRA",2010,"27.7.agj","MIS_MIS_0_0_0_HC","MIS",NA,397000,737,"19","MIS_MIS"
"12505","FRA",2010,"27.7.agj","OTT_CRU_100-119_0_0","OTT",NA,49611,133,"19","OTT_CRU"
"12506","FRA",2010,"27.7.agj","OTT_DEF_100-119_0_0_all","OTT",NA,234541,528,"19","OTT_DEF"
"12507","FRA",2010,"27.7.fghj","OTB_CRU_100-119_0_0_all","OTB","10<24",67728,183,"21","OTB_CRU"
"12508","FRA",2010,"27.7.fghj","OTB_DEF_100-119_0_0","OTB","10<24",256574,566,"21","OTB_DEF"
"12509","FRA",2010,"27.7.fghj","OTB_DEF_100-119_0_0","OTB","24<40",299454,553,"21","OTB_DEF"
"12510","FRA",2010,"27.7.fghj","OTT_CRU_100-119_0_0","OTT",NA,285553,752,"21","OTT_CRU"
"12511","FRA",2010,"27.7.fghj","OTT_DEF_100-119_0_0_all","OTT",NA,337895,785,"21","OTT_DEF"
"12512","FRA",2010,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,380205,797,"22","MIS_MIS"
"12513","FRA",2010,"27.7.g","OTT_CRU_100-119_0_0","OTT",NA,148822,398,"22","OTT_CRU"
"12514","FRA",2010,"27.7.g","OTT_DEF_100-119_0_0_all","OTT",NA,196595,444,"22","OTT_DEF"
"12515","FRA",2010,"27.7","FPO_CRU_0_0_0_all","FPO",NA,703293,7051,NA,"FPO_CRU"
"12516","FRA",2010,"27.7","FPO_MOL_0_0_0_all","FPO",NA,863241,7339,NA,"FPO_MOL"
"12517","FRA",2010,"27.7","GNS_DEF_>=100_0_0","GNS",NA,191228,1118,NA,"GNS_DEF"
"12518","FRA",2010,"27.7","GNS_DEF_80-99_0_0","GNS",NA,10642,106,NA,"GNS_DEF"
"12519","FRA",2010,"27.7","GNS_DEF_all_0_0_all","GNS",NA,50021,610,NA,"GNS_DEF"
"12520","FRA",2010,"27.7","GTR_DEF_100-119_0_0_all","GTR",NA,151696,1047,NA,"GTR_DEF"
"12521","FRA",2010,"27.7","GTR_DEF_120-219_0_0_all","GTR",NA,256347,1568,NA,"GTR_DEF"
"12522","FRA",2010,"27.7","GTR_DEF_>=220_0_0_all","GTR",NA,336977,1665,NA,"GTR_DEF"
"12523","FRA",2010,"27.7","GTR_DEF_90-99_0_0_all","GTR",NA,499836,2926,NA,"GTR_DEF"
"12524","FRA",2010,"27.7","GTR_DEF_all_0_0_all","GTR",NA,145671,1461,NA,"GTR_DEF"
"12525","FRA",2010,"27.7","LHM_DEF_0_0_0_all","LHM",NA,281969,2756,NA,"LHM_DEF"
"12526","FRA",2010,"27.7","LLS_DEF_0_0_0_all","LLS",NA,265403,1883,NA,"LLS_DEF"
"12527","FRA",2010,"27.7","MIS_MIS_0_0_0_HC","MIS",NA,3664017,15369,NA,"MIS_MIS"
"12528","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","10<24",2101878,5003,NA,"OTB_DEF"
"12529","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","24<40",696620,1327,NA,"OTB_DEF"
"12530","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB",">=40",65306,40,NA,"OTB_DEF"
"12531","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","10<24",3163782,11098,NA,"OTB_DEF"
"12532","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","<10",61329,539,NA,"OTB_DEF"
"12533","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","24<40",1162515,2194,NA,"OTB_DEF"
"12534","FRA",2010,"27.7","OTM_DEF_100-119_0_0_all","OTM",NA,219462,521,NA,"OTM_DEF"
"12535","FRA",2010,"27.7","OTM_DEF_32-69_0_0_all","OTM",NA,37762,67,NA,"OTM_DEF"
"12536","FRA",2010,"27.7","OTM_DEF_70-99_0_0_all","OTM",NA,264516,711,NA,"OTM_DEF"
"12537","FRA",2010,"27.7","OTM_SPF_32-69_0_0_all","OTM",NA,312732,682,NA,"OTM_SPF"
"12538","FRA",2010,"27.7","SSC_DEF_All_0_0_All","SSC",NA,104592,317,NA,"SSC_DEF"
"12539","FRA",2010,"27.7.b","GNS_DEF_>=100_0_0","GNS",NA,56137,92,NA,"GNS_DEF"
"12540","FRA",2010,"27.7.b","MIS_MIS_0_0_0_HC","MIS",NA,270726,446,NA,"MIS_MIS"
"12541","FRA",2010,"27.7.b","OTB_DEF_100-119_0_0","OTB","24<40",314124,469,NA,"OTB_DEF"
"12542","FRA",2010,"27.7.b","OTB_DEF_70-99_0_0","OTB","10<24",159,1,NA,"OTB_DEF"
"12543","FRA",2010,"27.7.b","OTB_DEF_70-99_0_0","OTB","24<40",87937,136,NA,"OTB_DEF"
"12544","FRA",2010,"27.7.b","OTT_DEF_100-119_0_0_all","OTT",NA,30962,44,NA,"OTT_DEF"
"12545","FRA",2010,"27.7.b","OTB_DEF_100-119_0_0","OTB","10<24",9926,14,NA,"OTB_DEF"
"12546","FRA",2010,"27.7.c","GNS_DEF_>=100_0_0","GNS",NA,282023,478,NA,"GNS_DEF"
"12547","FRA",2010,"27.7.c","OTB_DEF_100-119_0_0","OTB","24<40",48510,66,NA,"OTB_DEF"
"12548","FRA",2010,"27.7.c","OTB_DEF_70-99_0_0","OTB","10<24",126,1,NA,"OTB_DEF"
"12549","FRA",2010,"27.7.c","OTB_DEF_70-99_0_0","OTB","24<40",23557,37,NA,"OTB_DEF"
"12550","FRA",2010,"27.7.c","OTT_DEF_100-119_0_0_all","OTT",NA,28772,41,NA,"OTT_DEF"
"12551","FRA",2010,"27.7.c","MIS_MIS_0_0_0_HC","MIS",NA,545159,813,NA,"MIS_MIS"
"12552","FRA",2010,"27.7.c","OTB_DEF_100-119_0_0","OTB","10<24",6381,9,NA,"OTB_DEF"
"12553","FRA",2010,"27.7.e","GNS_DEF_>=100_0_0","GNS",NA,100517,673,NA,"GNS_DEF"
"12554","FRA",2010,"27.7.e","GTR_DEF_100-119_0_0_all","GTR",NA,43731,379,NA,"GTR_DEF"
"12555","FRA",2010,"27.7.e","LLS_DEF_0_0_0_all","LLS",NA,194433,1512,NA,"LLS_DEF"
"12556","FRA",2010,"27.7.e","MIS_MIS_0_0_0_HC","MIS",NA,4992931,27046,NA,"MIS_MIS"
"12557","FRA",2010,"27.7.e","OTB_CRU_All_0_0_All","OTB","10<24",9539,31,NA,"OTB_CRU"
"12558","FRA",2010,"27.7.e","OTB_CRU_All_0_0_All","OTB","<10",2281,33,NA,"OTB_CRU"
"12559","FRA",2010,"27.7.e","OTB_DEF_100-119_0_0","OTB","10<24",445987,1067,NA,"OTB_DEF"
"12560","FRA",2010,"27.7.e","OTB_DEF_100-119_0_0","OTB","24<40",212732,397,NA,"OTB_DEF"
"12561","FRA",2010,"27.7.e","OTB_DEF_70-99_0_0","OTB","10<24",1062005,4157,NA,"OTB_DEF"
"12562","FRA",2010,"27.7.e","OTB_DEF_70-99_0_0","OTB","<10",13933,135,NA,"OTB_DEF"
"12563","FRA",2010,"27.7.e","OTB_DEF_70-99_0_0","OTB","24<40",562305,1071,NA,"OTB_DEF"
"12564","FRA",2010,"27.7.e","OTM_DEF_70-99_0_0_all","OTM",NA,92752,272,NA,"OTM_DEF"
"12565","FRA",2010,"27.7.e","OTT-CRU","OTT",NA,8626,30,NA,"OTT_CRU"
"12566","FRA",2010,"27.7.e","OTT_DEF_100-119_0_0_all","OTT",NA,190709,440,NA,"OTT_DEF"
"12567","FRA",2010,"27.7.e","OTT_DEF_>=70_0_0","OTT",NA,14402,56,NA,"OTT_DEF"
"12568","FRA",2010,"27.7.e","SSC_DEF_All_0_0_All","SSC",NA,51668,166,NA,"SSC_DEF"
"12569","FRA",2010,"27.7.e","GTR_DEF_120-219_0_0_all","GTR",NA,60051,419,NA,"GTR_DEF"
"12570","FRA",2010,"27.7.e","GTR_DEF_>=220_0_0_all","GTR",NA,203401,1055,NA,"GTR_DEF"
"12571","FRA",2010,"27.7.e","GTR_DEF_all_0_0_all","GTR",NA,390979,2578,NA,"GTR_DEF"
"12572","FRA",2010,"27.7.e","DRB_MOL_0_0_0_all","DRB",NA,516268,3294,NA,"DRB_MOL"
"12573","FRA",2010,"27.7.e","GNS_DEF_all_0_0_all","GNS",NA,30289,383,NA,"GNS_DEF"
"12574","FRA",2010,"27.7.e","OTB_DEF_All_0_0_All","OTB","10<24",44689,222,NA,"OTB_DEF"
"12575","FRA",2010,"27.7.e","OTB_DEF_All_0_0_All","OTB","<10",5439,46,NA,"OTB_DEF"
"12576","FRA",2010,"27.7.e","OTB_DEF_All_0_0_All","OTB","24<40",3184,7,NA,"OTB_DEF"
"12577","FRA",2010,"27.7.e","TBB_DEF_all_0_0_all","TBB","10<24",526135,2862,NA,"TBB_DEF"
"12578","FRA",2010,"27.7.e","FPO_CRU_0_0_0_all","FPO",NA,531760,5882,NA,"FPO_CRU"
"12579","FRA",2010,"27.7.e","FPO_MOL_0_0_0_all","FPO",NA,726606,6232,NA,"FPO_MOL"
"12580","FRA",2010,"27.7.e","LHM_DEF_0_0_0_all","LHM",NA,139551,1399,NA,"LHM_DEF"
"12581","FRA",2010,"27.7.e","TBB_DEF_all_0_0_all","TBB","<10",70966,760,NA,"TBB_DEF"
"12582","FRA",2010,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,155915,347,NA,"MIS_MIS"
"12583","FRA",2010,"27.7.f","OTB_CRU_All_0_0_All","OTB","10<24",2459,6,NA,"OTB_CRU"
"12584","FRA",2010,"27.7.f","OTB_CRU_All_0_0_All","OTB","24<40",441,1,NA,"OTB_CRU"
"12585","FRA",2010,"27.7.f","OTB_DEF_100-119_0_0","OTB","10<24",289560,634,NA,"OTB_DEF"
"12586","FRA",2010,"27.7.f","OTB_DEF_100-119_0_0","OTB","24<40",213874,400,NA,"OTB_DEF"
"12587","FRA",2010,"27.7.f","OTB_DEF_70-99_0_0","OTB","10<24",37880,79,NA,"OTB_DEF"
"12588","FRA",2010,"27.7.f","OTB_DEF_70-99_0_0","OTB","24<40",28015,54,NA,"OTB_DEF"
"12589","FRA",2010,"27.7.f","OTT-CRU","OTT",NA,2120,5,NA,"OTT_CRU"
"12590","FRA",2010,"27.7.f","OTT_DEF_100-119_0_0_all","OTT",NA,18038,41,NA,"OTT_DEF"
"12591","FRA",2010,"27.7.f","GTR_DEF_>=220_0_0_all","GTR",NA,4346,14,NA,"GTR_DEF"
"12592","FRA",2010,"27.7.g","GNS_DEF_>=100_0_0","GNS",NA,10819,35,NA,"GNS_DEF"
"12593","FRA",2010,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,336323,908,NA,"MIS_MIS"
"12594","FRA",2010,"27.7.g","OTB_CRU_All_0_0_All","OTB","10<24",283407,750,NA,"OTB_CRU"
"12595","FRA",2010,"27.7.g","OTB_DEF_100-119_0_0","OTB","10<24",318057,744,NA,"OTB_DEF"
"12596","FRA",2010,"27.7.g","OTB_DEF_100-119_0_0","OTB","24<40",170900,316,NA,"OTB_DEF"
"12597","FRA",2010,"27.7.g","OTB_DEF_70-99_0_0","OTB","10<24",4365,12,NA,"OTB_DEF"
"12598","FRA",2010,"27.7.g","OTB_DEF_70-99_0_0","OTB","24<40",3565,6,NA,"OTB_DEF"
"12599","FRA",2010,"27.7.g","OTT-CRU","OTT",NA,305762,790,NA,"OTT_CRU"
"12600","FRA",2010,"27.7.g","OTT_DEF_100-119_0_0_all","OTT",NA,279517,644,NA,"OTT_DEF"
"12601","FRA",2010,"27.7.g","SSC_DEF_All_0_0_All","SSC",NA,19992,34,NA,"SSC_DEF"
"12602","FRA",2010,"27.7.g","GTR_DEF_120-219_0_0_all","GTR",NA,1329,5,NA,"GTR_DEF"
"12603","FRA",2010,"27.7.g","GTR_DEF_>=220_0_0_all","GTR",NA,1776,6,NA,"GTR_DEF"
"12604","FRA",2010,"27.7.h","GNS_DEF_>=100_0_0","GNS",NA,22842,101,NA,"GNS_DEF"
"12605","FRA",2010,"27.7.h","GTR_DEF_100-119_0_0_all","GTR",NA,3511,32,NA,"GTR_DEF"
"12606","FRA",2010,"27.7.h","MIS_MIS_0_0_0_HC","MIS",NA,1747260,4876,NA,"MIS_MIS"
"12607","FRA",2010,"27.7.h","OTB_CRU_All_0_0_All","OTB","10<24",96205,255,NA,"OTB_CRU"
"12608","FRA",2010,"27.7.h","OTB_DEF_100-119_0_0","OTB","10<24",1068703,2505,NA,"OTB_DEF"
"12609","FRA",2010,"27.7.h","OTB_DEF_100-119_0_0","OTB","24<40",258120,516,NA,"OTB_DEF"
"12610","FRA",2010,"27.7.h","OTB_DEF_70-99_0_0","OTB","10<24",259632,652,NA,"OTB_DEF"
"12611","FRA",2010,"27.7.h","OTB_DEF_70-99_0_0","OTB","24<40",391496,755,NA,"OTB_DEF"
"12612","FRA",2010,"27.7.h","OTT-CRU","OTT",NA,159044,422,NA,"OTT_CRU"
"12613","FRA",2010,"27.7.h","OTT_DEF_100-119_0_0_all","OTT",NA,1296326,3061,NA,"OTT_DEF"
"12614","FRA",2010,"27.7.h","OTT_DEF_>=70_0_0","OTT",NA,78968,184,NA,"OTT_DEF"
"12615","FRA",2010,"27.7.h","SSC_DEF_All_0_0_All","SSC",NA,14160,27,NA,"SSC_DEF"
"12616","FRA",2010,"27.7.h","GTR_DEF_120-219_0_0_all","GTR",NA,12355,67,NA,"GTR_DEF"
"12617","FRA",2010,"27.7.h","GTR_DEF_>=220_0_0_all","GTR",NA,127809,524,NA,"GTR_DEF"
"12618","FRA",2010,"27.7.h","FPO_CRU_0_0_0_all","FPO",NA,62533,276,NA,"FPO_CRU"
"12619","FRA",2010,"27.7.h","FPO_MOL_0_0_0_all","FPO",NA,1704,18,NA,"FPO_MOL"
"12620","FRA",2010,"27.7.h","GNS_DEF_all_0_0_all","GNS",NA,1053,12,NA,"GNS_DEF"
"12621","FRA",2010,"27.7.h","GTR_DEF_all_0_0_all","GTR",NA,12431,47,NA,"GTR_DEF"
"12622","FRA",2010,"27.7.h","LHM_DEF_0_0_0_all","LHM",NA,48955,378,NA,"LHM_DEF"
"12623","FRA",2010,"27.7.h","LLS_DEF_0_0_0_all","LLS",NA,20785,58,NA,"LLS_DEF"
"12624","FRA",2010,"27.7.j","GNS_DEF_>=100_0_0","GNS",NA,400355,774,NA,"GNS_DEF"
"12625","FRA",2010,"27.7.j","MIS_MIS_0_0_0_HC","MIS",NA,1903478,2310,NA,"MIS_MIS"
"12626","FRA",2010,"27.7.j","OTB_DEF_100-119_0_0","OTB","10<24",138685,261,NA,"OTB_DEF"
"12627","FRA",2010,"27.7.j","OTB_DEF_100-119_0_0","OTB","24<40",294970,443,NA,"OTB_DEF"
"12628","FRA",2010,"27.7.j","OTB_DEF_70-99_0_0","OTB","10<24",21110,66,NA,"OTB_DEF"
"12629","FRA",2010,"27.7.j","OTB_DEF_70-99_0_0","OTB","24<40",143636,245,NA,"OTB_DEF"
"12630","FRA",2010,"27.7.j","OTT-CRU","OTT",NA,13048,30,NA,"OTT_CRU"
"12631","FRA",2010,"27.7.j","OTT_DEF_100-119_0_0_all","OTT",NA,219531,385,NA,"OTT_DEF"
"12632","FRA",2010,"27.7.j","SSC_DEF_All_0_0_All","SSC",NA,588,1,NA,"SSC_DEF"
"12633","FRA",2010,"27.7.j","OTB_CRU_All_0_0_All","OTB","10<24",9044,20,NA,"OTB_CRU"
"12634","FRA",2010,"27.7.j","OTB_CRU_All_0_0_All","OTB","<10",1080,20,NA,"OTB_CRU"
"12635","FRA",2010,"27.7.j","GTR_DEF_120-219_0_0_all","GTR",NA,1779,6,NA,"GTR_DEF"
"12636","FRA",2010,"27.7.j","GTR_DEF_100-119_0_0_all","GTR",NA,1813,11,NA,"GTR_DEF"
"12637","FRA",2010,"27.7.j","OTM_DEF_70-99_0_0_all","OTM",NA,648,2,NA,"OTM_DEF"
"12638","FRA",2010,"27.7.k","GNS_DEF_>=100_0_0","GNS",NA,17767,43,NA,"GNS_DEF"
"12639","FRA",2010,"27.7.k","OTB_DEF_100-119_0_0","OTB","24<40",4826,7,NA,"OTB_DEF"
"12640","FRA",2010,"27.7.k","OTB_DEF_70-99_0_0","OTB","24<40",5178,11,NA,"OTB_DEF"
"12641","FRA",2010,"27.7.k","OTT-CRU","OTT",NA,2982,6,NA,"OTT_CRU"
"12642","FRA",2010,"27.7.k","OTT_DEF_100-119_0_0_all","OTT",NA,10679,19,NA,"OTT_DEF"
"12643","FRA",2010,"27.7.k","OTB_CRU_All_0_0_All","OTB","10<24",2982,6,NA,"OTB_CRU"
"12644","FRA",2010,"27.7.k","OTB_DEF_100-119_0_0","OTB","10<24",7879,15,NA,"OTB_DEF"
"12645","FRA",2010,"27.7.k","MIS_MIS_0_0_0_HC","MIS",NA,101784,116,NA,"MIS_MIS"
"12646","FRA",2010,"27.7","MIS_MIS_0_0_0_HC","MIS",NA,9328848,48004,"outFU","MIS_MIS"
"12647","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","10<24",663178,1623,"outFU","OTB_DEF"
"12648","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","24<40",656303,1139,"outFU","OTB_DEF"
"12649","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB",">=40",33856,23,"outFU","OTB_DEF"
"12650","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","10<24",2938024,10392,"outFU","OTB_DEF"
"12651","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","<10",54560,490,"outFU","OTB_DEF"
"12652","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","24<40",1293551,2419,"outFU","OTB_DEF"
"12653","FRA",2010,"27.7","OTT_CRU_100-119_0_0","OTT",NA,32477,79,"outFU","OTT_CRU"
"12654","FRA",2010,"27.7","OTT_DEF_100-119_0_0_all","OTT",NA,1460239,3312,"outFU","OTT_DEF"
"12655","FRA",2010,"27.7.bcjk","MIS_MIS_0_0_0_HC","MIS",NA,1149450,1443,"16","MIS_MIS"
"12656","FRA",2010,"27.7.bcjk","OTT_CRU_100-119_0_0","OTT",NA,3479,7,"16","OTT_CRU"
"12657","FRA",2010,"27.7.agj","OTT_CRU_100-119_0_0","OTT",NA,31820,82,"19","OTT_CRU"
"12658","FRA",2010,"27.7.agj","OTT_DEF_100-119_0_0_all","OTT",NA,67911,160,"19","OTT_DEF"
"12659","FRA",2010,"27.7.fghj","OTB_CRU_100-119_0_0_all","OTB","10<24",77265,214,"21","OTB_CRU"
"12660","FRA",2010,"27.7.fghj","OTB_DEF_100-119_0_0","OTB","10<24",416246,944,"21","OTB_DEF"
"12661","FRA",2010,"27.7.fghj","OTB_DEF_100-119_0_0","OTB","24<40",332672,613,"21","OTB_DEF"
"12662","FRA",2010,"27.7.fghj","OTT_CRU_100-119_0_0","OTT",NA,299800,782,"21","OTT_CRU"
"12663","FRA",2010,"27.7.fghj","OTT_DEF_100-119_0_0_all","OTT",NA,361263,833,"21","OTT_DEF"
"12664","FRA",2010,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,293134,590,"22","MIS_MIS"
"12665","FRA",2010,"27.7.g","OTT_CRU_100-119_0_0","OTT",NA,48530,122,"22","OTT_CRU"
"12666","FRA",2010,"27.7.g","OTT_DEF_100-119_0_0_all","OTT",NA,86301,203,"22","OTT_DEF"
"12667","FRA",2010,"27.7","FPO_CRU_0_0_0_all","FPO",NA,673906,6306,NA,"FPO_CRU"
"12668","FRA",2010,"27.7","FPO_MOL_0_0_0_all","FPO",NA,576883,4265,NA,"FPO_MOL"
"12669","FRA",2010,"27.7","GNS_DEF_>=100_0_0","GNS",NA,176552,1180,NA,"GNS_DEF"
"12670","FRA",2010,"27.7","GNS_DEF_80-99_0_0","GNS",NA,12555,107,NA,"GNS_DEF"
"12671","FRA",2010,"27.7","GNS_DEF_all_0_0_all","GNS",NA,53975,753,NA,"GNS_DEF"
"12672","FRA",2010,"27.7","GTR_DEF_100-119_0_0_all","GTR",NA,179133,1160,NA,"GTR_DEF"
"12673","FRA",2010,"27.7","GTR_DEF_120-219_0_0_all","GTR",NA,129767,945,NA,"GTR_DEF"
"12674","FRA",2010,"27.7","GTR_DEF_>=220_0_0_all","GTR",NA,347321,1699,NA,"GTR_DEF"
"12675","FRA",2010,"27.7","GTR_DEF_90-99_0_0_all","GTR",NA,423685,2442,NA,"GTR_DEF"
"12676","FRA",2010,"27.7","GTR_DEF_all_0_0_all","GTR",NA,149418,1573,NA,"GTR_DEF"
"12677","FRA",2010,"27.7","LHM_DEF_0_0_0_all","LHM",NA,319747,3253,NA,"LHM_DEF"
"12678","FRA",2010,"27.7","LLS_DEF_0_0_0_all","LLS",NA,284631,2309,NA,"LLS_DEF"
"12679","FRA",2010,"27.7","MIS_MIS_0_0_0_HC","MIS",NA,2982790,12054,NA,"MIS_MIS"
"12680","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","10<24",2307214,5469,NA,"OTB_DEF"
"12681","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB","24<40",652542,1258,NA,"OTB_DEF"
"12682","FRA",2010,"27.7","OTB_DEF_100-119_0_0","OTB",">=40",16650,9,NA,"OTB_DEF"
"12683","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","10<24",3798778,13677,NA,"OTB_DEF"
"12684","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","<10",68251,646,NA,"OTB_DEF"
"12685","FRA",2010,"27.7","OTB_DEF_70-99_0_0","OTB","24<40",1319603,2503,NA,"OTB_DEF"
"12686","FRA",2010,"27.7","OTM_DEF_100-119_0_0_all","OTM",NA,68882,136,NA,"OTM_DEF"
"12687","FRA",2010,"27.7","OTM_DEF_32-69_0_0_all","OTM",NA,26335,64,NA,"OTM_DEF"
"12688","FRA",2010,"27.7","OTM_DEF_70-99_0_0_all","OTM",NA,195197,515,NA,"OTM_DEF"
"12689","FRA",2010,"27.7","OTM_SPF_32-69_0_0_all","OTM",NA,290004,811,NA,"OTM_SPF"
"12690","FRA",2010,"27.7","SSC_DEF_All_0_0_All","SSC",NA,182554,581,NA,"SSC_DEF"
"12691","FRA",2010,"27.7.b","GNS_DEF_>=100_0_0","GNS",NA,20323,42,NA,"GNS_DEF"
"12692","FRA",2010,"27.7.b","GTR_DEF_100-119_0_0_all","GTR",NA,1314,6,NA,"GTR_DEF"
"12693","FRA",2010,"27.7.b","MIS_MIS_0_0_0_HC","MIS",NA,267013,413,NA,"MIS_MIS"
"12694","FRA",2010,"27.7.b","OTB_DEF_100-119_0_0","OTB","24<40",199270,315,NA,"OTB_DEF"
"12695","FRA",2010,"27.7.b","OTB_DEF_>=120_0_0_all","OTB",">=40",5550,3,NA,"OTB_DEF"
"12696","FRA",2010,"27.7.b","OTB_DEF_70-99_0_0","OTB","10<24",1286,7,NA,"OTB_DEF"
"12697","FRA",2010,"27.7.b","OTB_DEF_70-99_0_0","OTB","24<40",111421,169,NA,"OTB_DEF"
"12698","FRA",2010,"27.7.b","OTT_DEF_100-119_0_0_all","OTT",NA,13399,19,NA,"OTT_DEF"
