"","Country","Year","Area","Metier","Gear","Vessel_length","kw_days","Days_at_sea","FU","lvl4"
"7185","UK",2011,"27.7.g","FPO_CRU_0_0_0_all","FPO",NA,46766.96,509.83,NA,"FPO_CRU"
"7186","UK",2011,"27.7.g","GNS_DEF_>=220_0_0_all","GNS",NA,44176.51,190.08,NA,"GNS_DEF"
"7187","UK",2011,"27.7.g","GNS_DEF_120-219_0_0_all","GNS",NA,12897.02,72.49,NA,"GNS_DEF"
"7188","UK",2011,"27.7.g","GTR_DEF_>=220_0_0_all","GTR",NA,10614,50,NA,"GTR_DEF"
"7189","UK",2011,"27.7.g","LLS_FIF_0_0_0_all","LLS",NA,1759.84,34.5,NA,"LLS_FIF"
"7190","UK",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,1286.88,12.5,NA,"MIS_MIS"
"7191","UK",2011,"27.7.h","GNS_DEF_>=220_0_0_all","GNS",NA,22685.97,96.48,NA,"GNS_DEF"
"7192","UK",2011,"27.7.h","GNS_DEF_120-219_0_0_all","GNS",NA,4963.4,15.6,NA,"GNS_DEF"
"7193","UK",2011,"27.7.h","LLS_FIF_0_0_0_all","LLS",NA,160,1.33,NA,"LLS_FIF"
"7194","UK",2011,"27.7.h","MIS_MIS_0_0_0_HC","MIS",NA,6906.75,2.38,NA,"MIS_MIS"
"7195","UK",2011,"27.7.j","GNS_DEF_>=220_0_0_all","GNS",NA,3485.55,10.55,NA,"GNS_DEF"
"7196","UK",2011,"27.7.j","GNS_DEF_120-219_0_0_all","GNS",NA,5734.79,15.78,NA,"GNS_DEF"
"7197","UK",2011,"27.7.j","MIS_MIS_0_0_0_HC","MIS",NA,412742.88,123.33,NA,"MIS_MIS"
"7198","UK",2011,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,331.26,6.5,NA,"MIS_MIS"
"7200","UK",2011,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","<10",5094.65,57,NA,"OTB_DEF"
"7201","UK",2011,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","<10",74005.1,624,NA,"OTB_DEF"
"7202","UK",2011,"27.7.f","OTB_DEF_>=120_0_0_all","OTB","<10",90,1,NA,"OTB_DEF"
"7203","UK",2011,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","<10",4258.68,35.5,NA,"OTB_DEF"
"7204","UK",2011,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","<10",12048.54,120.17,NA,"OTB_DEF"
"7205","UK",2011,"27.7.g","OTB_DEF_70-99_0_0_all","OTB","<10",402,2,NA,"OTB_DEF"
"7206","UK",2011,"27.7.b","OTB_DEF_100-119_0_0_all","OTB",">=40",34568.74,39.6,NA,"OTB_DEF"
"7207","UK",2011,"27.7.c","OTB_DEF_100-119_0_0_all","OTB",">=40",40945.76,46.9,NA,"OTB_DEF"
"7208","UK",2011,"27.7.e","OTB_DEF_>=120_0_0_all","OTB","10<24",142.5,1.5,NA,"OTB_DEF"
"7209","UK",2011,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","10<24",146748.49,700.48,NA,"OTB_DEF"
"7210","UK",2011,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","10<24",222803.89,1245.5,NA,"OTB_DEF"
"7211","UK",2011,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","10<24",3536,16,NA,"TBB_DEF"
"7212","UK",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",208581.06,865.95,NA,"TBB_DEF"
"7213","UK",2011,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","10<24",1625.17,9.17,NA,"OTB_DEF"
"7214","UK",2011,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","10<24",54252,280.92,NA,"OTB_DEF"
"7215","UK",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",19026.86,86.47,NA,"TBB_DEF"
"7216","UK",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",11776.17,53.32,NA,"TBB_DEF"
"7217","UK",2011,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","10<24",4791.8,12.01,NA,"OTB_DEF"
"7218","UK",2011,"27.7.h","OTB_DEF_70-99_0_0_all","OTB","10<24",280.5,1.5,NA,"OTB_DEF"
"7219","UK",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","10<24",4372.5,19.88,NA,"TBB_DEF"
"7220","UK",2011,"27.7.b","OTB_DEF_100-119_0_0_all","OTB","24<40",6563,13,NA,"OTB_DEF"
"7221","UK",2011,"27.7.c","OTB_DEF_100-119_0_0_all","OTB","24<40",30172.08,33.52,NA,"OTB_DEF"
"7222","UK",2011,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","24<40",773.5,3.5,NA,"TBB_DEF"
"7223","UK",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",337738.06,566.28,NA,"TBB_DEF"
"7224","UK",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",29472,54.71,NA,"TBB_DEF"
"7225","UK",2011,"27.7.g","OTB_DEF_100-119_0_0_all","OTB","24<40",21100.54,32.85,NA,"OTB_DEF"
"7226","UK",2011,"27.7.g","OTB_DEF_70-99_0_0_all","OTB","24<40",986.55,1.66,NA,"OTB_DEF"
"7227","UK",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",11437.95,19.3,NA,"TBB_DEF"
"7228","UK",2011,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","24<40",19928.7,28.08,NA,"OTB_DEF"
"7229","UK",2011,"27.7.h","OTB_DEF_70-99_0_0_all","OTB","24<40",6278.71,8.71,NA,"OTB_DEF"
"7230","UK",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",253423.08,419.13,NA,"TBB_DEF"
"7231","UK",2011,"27.7.j","OTB_DEF_100-119_0_0_all","OTB","24<40",227790.73,353.75,NA,"OTB_DEF"
"7232","UK",2011,"27.7.j","OTB_DEF_70-99_0_0_all","OTB","24<40",26719.58,39.4,NA,"OTB_DEF"
"7233","UK",2011,"27.7.k","OTB_DEF_100-119_0_0_all","OTB","24<40",16636.84,19.11,NA,"OTB_DEF"
"7234","UK",2011,"27.7.e","FPO_CRU_0_0_0_all","FPO",NA,455794.96,4191.53,NA,"FPO_CRU"
"7235","UK",2011,"27.7.e","GNS_DEF_>=220_0_0_all","GNS",NA,48437.9,595.42,NA,"GNS_DEF"
"7236","UK",2011,"27.7.e","GNS_DEF_100-119_0_0_all","GNS",NA,25210.15,399,NA,"GNS_DEF"
"7237","UK",2011,"27.7.e","GNS_DEF_120-219_0_0_all","GNS",NA,68192.1,1008.66,NA,"GNS_DEF"
"7238","UK",2011,"27.7.e","GTR_DEF_>=220_0_0_all","GTR",NA,20986.73,104.47,NA,"GTR_DEF"
"7239","UK",2011,"27.7.e","LLS_FIF_0_0_0_all","LLS",NA,149548.58,2252.55,NA,"LLS_FIF"
"7240","UK",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS",NA,590586.29,2422.54,NA,"MIS_MIS"
"7241","UK",2011,"27.7.f","FPO_CRU_0_0_0_all","FPO",NA,262979.33,2133.17,NA,"FPO_CRU"
"7242","UK",2011,"27.7.f","GNS_DEF_>=220_0_0_all","GNS",NA,27650.76,310.27,NA,"GNS_DEF"
"7243","UK",2011,"27.7.f","GNS_DEF_120-219_0_0_all","GNS",NA,29148.39,392.65,NA,"GNS_DEF"
"7244","UK",2011,"27.7.f","GNS_SPF_10-30_0_0_all","GNS",NA,34703.96,146,NA,"GNS_SPF"
"7245","UK",2011,"27.7.f","GTR_DEF_>=220_0_0_all","GTR",NA,37.3,1,NA,"GTR_DEF"
"7246","UK",2011,"27.7.f","LLS_FIF_0_0_0_all","LLS",NA,64155.15,2136.42,NA,"LLS_FIF"
"7247","UK",2011,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,60725.86,489.33,NA,"MIS_MIS"
"7248","UK",2011,"27.7.g","FPO_CRU_0_0_0_all","FPO",NA,38318.14,496.17,NA,"FPO_CRU"
"7249","UK",2011,"27.7.g","GNS_DEF_>=220_0_0_all","GNS",NA,14792.41,69.15,NA,"GNS_DEF"
"7250","UK",2011,"27.7.g","GNS_DEF_120-219_0_0_all","GNS",NA,18851.7,143.47,NA,"GNS_DEF"
"7251","UK",2011,"27.7.g","GTR_DEF_>=220_0_0_all","GTR",NA,21375,82,NA,"GTR_DEF"
"7252","UK",2011,"27.7.g","LLS_FIF_0_0_0_all","LLS",NA,7957.68,151.67,NA,"LLS_FIF"
"7253","UK",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,2490.76,27.5,NA,"MIS_MIS"
"7254","UK",2011,"27.7.h","GNS_DEF_>=220_0_0_all","GNS",NA,4329.68,16.22,NA,"GNS_DEF"
"7255","UK",2011,"27.7.h","GNS_DEF_120-219_0_0_all","GNS",NA,22408.47,90.11,NA,"GNS_DEF"
"7256","UK",2011,"27.7.h","GTR_DEF_>=220_0_0_all","GTR",NA,4210.27,13.53,NA,"GTR_DEF"
"7257","UK",2011,"27.7.h","LLS_FIF_0_0_0_all","LLS",NA,1200,10,NA,"LLS_FIF"
"7258","UK",2011,"27.7.j","GNS_DEF_120-219_0_0_all","GNS",NA,4067.5,19.5,NA,"GNS_DEF"
"7259","UK",2011,"27.7.k","LLS_FIF_0_0_0_all","LLS",NA,1881,11,NA,"LLS_FIF"
"7260","UK",2011,"27.7.k","MIS_MIS_0_0_0_HC","MIS",NA,219.8,1,NA,"MIS_MIS"
"7261","UK",2011,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,47,1,NA,"MIS_MIS"
"7262","UK",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,739.22,19.5,NA,"MIS_MIS"
"7263","UK",2011,"27.7.k","MIS_MIS_0_0_0_HC","MIS",NA,221,1,NA,"MIS_MIS"
"7264","UK",2011,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","<10",3961,45,NA,"OTB_DEF"
"7265","UK",2011,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","<10",54592.82,467.42,NA,"OTB_DEF"
"7266","UK",2011,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","<10",2255,20,NA,"OTB_DEF"
"7267","UK",2011,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","<10",6241.92,64.83,NA,"OTB_DEF"
"7268","UK",2011,"27.7.b","OTB_DEF_100-119_0_0_all","OTB",">=40",8904.6,10.2,NA,"OTB_DEF"
"7269","UK",2011,"27.7.c","OTB_DEF_100-119_0_0_all","OTB",">=40",4190.4,4.8,NA,"OTB_DEF"
"7270","UK",2011,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","10<24",119188.92,572.79,NA,"OTB_DEF"
"7271","UK",2011,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","10<24",202480.9,1109.83,NA,"OTB_DEF"
"7272","UK",2011,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","10<24",16354,74,NA,"TBB_DEF"
"7273","UK",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",224818.83,951.36,NA,"TBB_DEF"
"7274","UK",2011,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","10<24",1796,10.5,NA,"OTB_DEF"
"7275","UK",2011,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","10<24",43983.24,190.58,NA,"OTB_DEF"
"7276","UK",2011,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",5118.87,23.28,NA,"TBB_DEF"
"7277","UK",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",5753.73,26.1,NA,"TBB_DEF"
"7278","UK",2011,"27.7.b","OTB_DEF_100-119_0_0_all","OTB","24<40",15991.28,27.71,NA,"OTB_DEF"
"7279","UK",2011,"27.7.c","OTB_DEF_100-119_0_0_all","OTB","24<40",9302.14,10.34,NA,"OTB_DEF"
"7280","UK",2011,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","24<40",917.64,1.27,NA,"OTB_DEF"
"7281","UK",2011,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",590115.28,1019.4,NA,"TBB_DEF"
"7282","UK",2011,"27.7.g","OTB_DEF_100-119_0_0_all","OTB","24<40",56742.59,87.29,NA,"OTB_DEF"
"7283","UK",2011,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",2652,12,NA,"TBB_DEF"
"7284","UK",2011,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","24<40",23469.46,32.87,NA,"OTB_DEF"
"7285","UK",2011,"27.7.h","OTB_DEF_70-99_0_0_all","OTB","24<40",480.67,0.67,NA,"OTB_DEF"
"7286","UK",2011,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",171104.97,264.61,NA,"TBB_DEF"
"7287","UK",2011,"27.7.j","OTB_DEF_100-119_0_0_all","OTB","24<40",205707.53,331.18,NA,"OTB_DEF"
"7288","UK",2011,"27.7.j","OTB_DEF_70-99_0_0_all","OTB","24<40",6471.72,12.94,NA,"OTB_DEF"
"7289","UK",2011,"27.7.k","OTB_DEF_100-119_0_0_all","OTB","24<40",26850.94,30.51,NA,"OTB_DEF"
"7290","UK",2011,"27.7.e","FPO_CRU_0_0_0_all","FPO",NA,312087.99,2674.7,NA,"FPO_CRU"
"7291","UK",2011,"27.7.e","GNS_DEF_>=220_0_0_all","GNS",NA,25069.92,299.65,NA,"GNS_DEF"
"7292","UK",2011,"27.7.e","GNS_DEF_100-119_0_0_all","GNS",NA,22683.05,359.17,NA,"GNS_DEF"
"7293","UK",2011,"27.7.e","GNS_DEF_120-219_0_0_all","GNS",NA,60176.38,801.24,NA,"GNS_DEF"
"7294","UK",2011,"27.7.e","GTR_DEF_>=220_0_0_all","GTR",NA,6325.93,27.87,NA,"GTR_DEF"
"7295","UK",2011,"27.7.e","LLS_FIF_0_0_0_all","LLS",NA,95681.45,1309.75,NA,"LLS_FIF"
"7296","UK",2011,"27.7.e","MIS_MIS_0_0_0_HC","MIS",NA,495932.54,1978.27,NA,"MIS_MIS"
"7297","UK",2011,"27.7.e","SSC_DEF_70-99_0_0_all","SSC",NA,41209,35.67,NA,"SSC_DEF"
"7298","UK",2011,"27.7.f","FPO_CRU_0_0_0_all","FPO",NA,173411.66,1172.71,NA,"FPO_CRU"
"7299","UK",2011,"27.7.f","GNS_DEF_>=220_0_0_all","GNS",NA,10870.05,115.28,NA,"GNS_DEF"
"7300","UK",2011,"27.7.f","GNS_DEF_120-219_0_0_all","GNS",NA,33350.33,298.44,NA,"GNS_DEF"
"7301","UK",2011,"27.7.f","GNS_SPF_10-30_0_0_all","GNS",NA,23227.68,122.5,NA,"GNS_SPF"
"7302","UK",2011,"27.7.f","GTR_DEF_>=220_0_0_all","GTR",NA,94,1,NA,"GTR_DEF"
"7303","UK",2011,"27.7.f","LLS_FIF_0_0_0_all","LLS",NA,20017.12,791.33,NA,"LLS_FIF"
"7304","UK",2011,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,11376.57,161.83,NA,"MIS_MIS"
"7305","UK",2011,"27.7.g","FPO_CRU_0_0_0_all","FPO",NA,24084.51,293.5,NA,"FPO_CRU"
"7306","UK",2011,"27.7.g","GNS_DEF_>=220_0_0_all","GNS",NA,6302.94,21.19,NA,"GNS_DEF"
"7307","UK",2011,"27.7.g","GNS_DEF_120-219_0_0_all","GNS",NA,47486.34,218.26,NA,"GNS_DEF"
"7308","UK",2011,"27.7.g","GTR_DEF_>=220_0_0_all","GTR",NA,2978.5,18.5,NA,"GTR_DEF"
"7309","UK",2011,"27.7.g","LLS_FIF_0_0_0_all","LLS",NA,1623.5,46,NA,"LLS_FIF"
"7310","UK",2011,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,1308.62,27,NA,"MIS_MIS"
"7311","UK",2011,"27.7.h","GNS_DEF_>=220_0_0_all","GNS",NA,2086.68,7,NA,"GNS_DEF"
"7312","UK",2011,"27.7.h","GNS_DEF_120-219_0_0_all","GNS",NA,24721.93,101.11,NA,"GNS_DEF"
"7313","UK",2011,"27.7.h","GTR_DEF_>=220_0_0_all","GTR",NA,5547.07,27.13,NA,"GTR_DEF"
"7314","UK",2011,"27.7.h","MIS_MIS_0_0_0_HC","MIS",NA,14256,6.6,NA,"MIS_MIS"
"7315","UK",2011,"27.7.j","GNS_DEF_120-219_0_0_all","GNS",NA,1528,8,NA,"GNS_DEF"
"7316","UK",2011,"27.7.j","GTR_DEF_0_0_0_all","GTR",NA,268,2,NA,"GTR_DEF"
"7317","UK",2012,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,177,3,NA,"MIS_MIS"
"7319","UK",2012,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","<10",5023.53,55,NA,"OTB_DEF"
"7320","UK",2012,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","<10",96163.31,840.17,NA,"OTB_DEF"
"7321","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","<10",2655,19,NA,"OTB_DEF"
"7322","UK",2012,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","<10",7202.46,68,NA,"OTB_DEF"
"7323","UK",2012,"27.7.g","OTB_DEF_70-99_0_0_all","OTB","<10",94.74,1,NA,"OTB_DEF"
"7324","UK",2012,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","10<24",5746,26,NA,"TBB_DEF"
"7325","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",95881.57,360.11,NA,"TBB_DEF"
"7326","UK",2012,"27.7.e","OTB_DEF_>=120_0_0_all","OTB","10<24",154,1,NA,"OTB_DEF"
"7327","UK",2012,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","10<24",119211.4,562.3,NA,"OTB_DEF"
"7328","UK",2012,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","10<24",287829.88,1615,NA,"OTB_DEF"
"7329","UK",2012,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","10<24",11050,50,NA,"TBB_DEF"
"7330","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",120083.81,545.85,NA,"TBB_DEF"
"7331","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","10<24",7858.44,28.2,NA,"OTB_DEF"
"7332","UK",2012,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","10<24",42684.51,200.04,NA,"OTB_DEF"
"7333","UK",2012,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",82418.45,373.42,NA,"TBB_DEF"
"7334","UK",2012,"27.7.g","OTB_DEF_70-99_0_0_all","OTB","10<24",856,4,NA,"OTB_DEF"
"7335","UK",2012,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","10<24",1915.2,4.8,NA,"OTB_DEF"
"7336","UK",2012,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","10<24",1595,7.25,NA,"TBB_DEF"
"7337","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",55833.75,78.75,NA,"TBB_DEF"
"7338","UK",2012,"27.7.b","OTB_DEF_100-119_0_0_all","OTB","24<40",20880.61,31.02,NA,"OTB_DEF"
"7339","UK",2012,"27.7.b","OTB_DEF_70-99_0_0_all","OTB","24<40",841.17,1.17,NA,"OTB_DEF"
"7340","UK",2012,"27.7.c","OTB_DEF_100-119_0_0_all","OTB","24<40",1045.45,1.45,NA,"OTB_DEF"
"7341","UK",2012,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","24<40",1222,2,NA,"OTB_DEF"
"7342","UK",2012,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","24<40",4020.5,5.5,NA,"TBB_DEF"
"7343","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",603057.38,1024.49,NA,"TBB_DEF"
"7344","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","24<40",1966.8,4.4,NA,"OTB_DEF"
"7345","UK",2012,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","24<40",15485.74,39.05,NA,"TBB_DEF"
"7346","UK",2012,"27.7.g","OTB_DEF_100-119_0_0_all","OTB","24<40",56951.76,91.88,NA,"OTB_DEF"
"7347","UK",2012,"27.7.g","OTB_DEF_70-99_0_0_all","OTB","24<40",568.93,1.07,NA,"OTB_DEF"
"7348","UK",2012,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","24<40",3258.67,5.33,NA,"TBB_DEF"
"7349","UK",2012,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","24<40",18532.23,26.8,NA,"OTB_DEF"
"7350","UK",2012,"27.7.h","OTB_DEF_70-99_0_0_all","OTB","24<40",3174,3.83,NA,"OTB_DEF"
"7351","UK",2012,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","24<40",167868.46,258.77,NA,"TBB_DEF"
"7352","UK",2012,"27.7.j","OTB_DEF_100-119_0_0_all","OTB","24<40",182406.2,286.91,NA,"OTB_DEF"
"7353","UK",2012,"27.7.j","OTB_DEF_70-99_0_0_all","OTB","24<40",3529.02,6.13,NA,"OTB_DEF"
"7354","UK",2012,"27.7.k","OTB_DEF_100-119_0_0_all","OTB","24<40",180.5,0.5,NA,"OTB_DEF"
"7355","UK",2012,"27.7.b","MIS_MIS_0_0_0_HC","MIS",NA,113882.31,23.46,NA,"MIS_MIS"
"7356","UK",2012,"27.7.c","GNS_DEF_>=220_0_0_all","GNS",NA,40755,55,NA,"GNS_DEF"
"7357","UK",2012,"27.7.c","MIS_MIS_0_0_0_HC","MIS",NA,10641.46,2.19,NA,"MIS_MIS"
"7358","UK",2012,"27.7.e","FPO_CRU_0_0_0_all","FPO",NA,298313.25,2640.81,NA,"FPO_CRU"
"7359","UK",2012,"27.7.e","GNS_DEF_>=220_0_0_all","GNS",NA,43971.72,431.84,NA,"GNS_DEF"
"7360","UK",2012,"27.7.e","GNS_DEF_100-119_0_0_all","GNS",NA,43261.88,535.5,NA,"GNS_DEF"
"7361","UK",2012,"27.7.e","GNS_DEF_120-219_0_0_all","GNS",NA,121181.68,1173.1,NA,"GNS_DEF"
"7362","UK",2012,"27.7.e","GTR_DEF_>=220_0_0_all","GTR",NA,6601.62,36.88,NA,"GTR_DEF"
"7363","UK",2012,"27.7.e","GTR_DEF_120_219_0_0_all","GTR",NA,95,1,NA,"GTR_DEF"
"7364","UK",2012,"27.7.e","LLS_FIF_0_0_0_all","LLS",NA,42823.68,758.42,NA,"LLS_FIF"
"7365","UK",2012,"27.7.e","MIS_MIS_0_0_0_HC","MIS",NA,595553.99,2108.1,NA,"MIS_MIS"
"7366","UK",2012,"27.7.e","SSC_DEF_70-99_0_0_all","SSC",NA,65609.43,70.62,NA,"SSC_DEF"
"7367","UK",2012,"27.7.f","FPO_CRU_0_0_0_all","FPO",NA,136812.33,1022.4,NA,"FPO_CRU"
"7368","UK",2012,"27.7.f","GNS_DEF_>=220_0_0_all","GNS",NA,11374.49,120.06,NA,"GNS_DEF"
"7369","UK",2012,"27.7.f","GNS_DEF_120-219_0_0_all","GNS",NA,57448.64,431.14,NA,"GNS_DEF"
"7370","UK",2012,"27.7.f","GNS_SPF_10-30_0_0_all","GNS",NA,31396.81,141,NA,"GNS_SPF"
"7371","UK",2012,"27.7.f","LLS_FIF_0_0_0_all","LLS",NA,11832.89,504.83,NA,"LLS_FIF"
"7372","UK",2012,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,10688.91,214.75,NA,"MIS_MIS"
"7373","UK",2012,"27.7.g","FPO_CRU_0_0_0_all","FPO",NA,30222.53,309.33,NA,"FPO_CRU"
"7374","UK",2012,"27.7.g","GNS_DEF_>=220_0_0_all","GNS",NA,3020.3,11.82,NA,"GNS_DEF"
"7375","UK",2012,"27.7.g","GNS_DEF_120-219_0_0_all","GNS",NA,27224.09,168.3,NA,"GNS_DEF"
"7376","UK",2012,"27.7.g","GTR_DEF_>=220_0_0_all","GTR",NA,2412,9,NA,"GTR_DEF"
"7377","UK",2012,"27.7.g","LLS_FIF_0_0_0_all","LLS",NA,54.68,4,NA,"LLS_FIF"
"7378","UK",2012,"27.7.g","MIS_MIS_0_0_0_HC","MIS",NA,692.05,12.58,NA,"MIS_MIS"
"7379","UK",2012,"27.7.h","GNS_DEF_>=220_0_0_all","GNS",NA,14108.89,49.6,NA,"GNS_DEF"
"7380","UK",2012,"27.7.h","GNS_DEF_120-219_0_0_all","GNS",NA,27293.28,110.33,NA,"GNS_DEF"
"7381","UK",2012,"27.7.j","GNS_DEF_>=220_0_0_all","GNS",NA,733.33,3.67,NA,"GNS_DEF"
"7382","UK",2012,"27.7.j","GNS_DEF_120-219_0_0_all","GNS",NA,5930.4,26.3,NA,"GNS_DEF"
"7383","UK",2012,"27.7.j","MIS_MIS_0_0_0_HC","MIS",NA,404033.38,124.66,NA,"MIS_MIS"
"7384","UK",2012,"27.7.f","MIS_MIS_0_0_0_HC","MIS",NA,1353.76,23,NA,"MIS_MIS"
"7386","UK",2012,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","<10",3654,40,NA,"OTB_DEF"
"7387","UK",2012,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","<10",100484.29,808.5,NA,"OTB_DEF"
"7388","UK",2012,"27.7.f","OTB_DEF_>=120_0_0_all","OTB","<10",142,2,NA,"OTB_DEF"
"7389","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","<10",2562,19,NA,"OTB_DEF"
"7390","UK",2012,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","<10",10984.16,105,NA,"OTB_DEF"
"7391","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",61504.36,249.03,NA,"TBB_DEF"
"7392","UK",2012,"27.7.e","OTB_DEF_100-119_0_0_all","OTB","10<24",111608.06,555.81,NA,"OTB_DEF"
"7393","UK",2012,"27.7.e","OTB_DEF_70-99_0_0_all","OTB","10<24",202296.6,1120.08,NA,"OTB_DEF"
"7394","UK",2012,"27.7.e","TBB_DEF_100-119_0_0_all","TBB","10<24",2873,13,NA,"TBB_DEF"
"7395","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","10<24",112223.38,508.35,NA,"TBB_DEF"
"7396","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","10<24",2849.08,14.92,NA,"OTB_DEF"
"7397","UK",2012,"27.7.f","OTB_DEF_70-99_0_0_all","OTB","10<24",61683.73,290.71,NA,"OTB_DEF"
"7398","UK",2012,"27.7.f","TBB_DEF_70-99_0_0_all","TBB","10<24",37037.94,168.4,NA,"TBB_DEF"
"7399","UK",2012,"27.7.g","TBB_DEF_70-99_0_0_all","TBB","10<24",10672.12,48.4,NA,"TBB_DEF"
"7400","UK",2012,"27.7.h","OTB_DEF_100-119_0_0_all","OTB","10<24",6182.36,15.49,NA,"OTB_DEF"
"7401","UK",2012,"27.7.h","TBB_DEF_70-99_0_0_all","TBB","10<24",2396.88,10.88,NA,"TBB_DEF"
"7402","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",50870.75,71.75,NA,"TBB_DEF"
"7403","UK",2012,"27.7.b","OTB_DEF_100-119_0_0_all","OTB","24<40",3801.35,6.72,NA,"OTB_DEF"
"7404","UK",2012,"27.7.c","OTB_DEF_100-119_0_0_all","OTB","24<40",347.12,0.96,NA,"OTB_DEF"
"7405","UK",2012,"27.7.e","TBB_DEF_70-99_0_0_all","TBB","24<40",129018.09,251.5,NA,"TBB_DEF"
"7406","UK",2012,"27.7.f","OTB_DEF_100-119_0_0_all","OTB","24<40",484.25,1.08,NA,"OTB_DEF"
"7407","UK",2012,"27.7.f","TBB_DEF_100-119_0_0_all","TBB","24<40",3055,5,NA,"TBB_DEF"
